PMID,Title,Authors,Journal,Year,Month,Day
34609682,Unravelling the photoprotective effects of freshwater alga Nostoc commune Vaucher ex Bornet et Flahault against ultraviolet radiations.,"Bhatia S,Al-Harrasi A,Behl T,Anwer MK,Ahmed MM,Mittal V,Kaushik D,Chigurupati S,Kabir MT,Sharma PB,Chaugule B,Vargas-de-la-Cruz C",Environmental science and pollution research international,2022,2,
34609253,"Critical review on PFOA, kidney cancer, and testicular cancer.","Stevenson ED,Kleinman MT,Bai X,Barlaz M,Abraczinskas M,Guidry V,Watson J,Chow J",Journal of the Air & Waste Management Association (1995),2021,10,
34609143,Polyurethane-Based Face Mask as a Sampling Device for Environmental Tobacco Smoke.,"Chan W,Guo W,Yu JZ",Analytical chemistry,2021,10,19
34608920,Gas and gas-generating nanoplatforms in cancer therapy.,"Jing YZ,Li SJ,Sun ZJ",Journal of materials chemistry. B,2021,10,27
34608800,Design of Pd-Decorated SrTiO<sub>3</sub>/BiOBr Heterojunction Materials for Enhanced Visible-Light-Based Photocatalytic Reactivity.,"Olagunju MO,Zahran EM,Zeynaloo E,Shukla D,Cohn JL,Surnar B,Dhar S,Bachas LG,Knecht MR",Langmuir : the ACS journal of surfaces and colloids,2021,10,19
34607676,"Fine particle-bound PAHs derivatives at mountain background site (Mount Tai) of the North China: Concentration, source diagnosis and health risk assessment.","Zhao L,Song S,Li P,Liu J,Zhang J,Wang L,Ji Y,Liu J,Guo L,Han J",Journal of environmental sciences (China),2021,11,
34607405,Cohort profile: the Environmental-Pollution-Induced Neurological EFfects (EPINEF) study: a multicenter cohort study of Korean adults.,"Jang H,Kim W,Cho J,Sohn J,Noh J,Seo G,Lee SK,Noh Y,Oh SS,Koh SB,Kim HJ,Seo SW,Kim HH,Lee JI,Kim SY,Kim C",Epidemiology and health,2021,,
34607040,FLEXiGUT: Rationale for exposomics associations with chronic low-grade gut inflammation.,"Pero-Gascon R,Hemeryck LY,Poma G,Falony G,Nawrot TS,Raes J,Vanhaecke L,De Boevre M,Covaci A,De Saeger S",Environment international,2022,1,
34606951,Effects of intrauterine exposure to concentrated ambient particles on allergic sensitization in juvenile mice.,"de Brito JM,de Ameida FM,Arantes-Costa FM,Guimarães ET,Morgan A,Mangone FR,Pavanelli AC,Nagai MA,Vieira RP,Macchione M,Mauad T",Toxicology,2021,11,
34606897,Health risk and disease burden attributable to long-term global fine-mode particles.,"Yang X,Wang Y,Zhao C,Fan H,Yang Y,Chi Y,Shen L,Yan X",Chemosphere,2022,1,
34606849,Hormone receptor expression in aging mammary tissue and carcinoma from a rodent model after xenoestrogen disruption.,"Ruiz TFR,Colleta SJ,Zuccari DAPC,Vilamaior PSL,Leonel ECR,Taboga SR",Life sciences,2021,11,15
34605674,Long-Term Exposure to Transportation Noise and Risk of Incident Stroke: A Pooled Study of Nine Scandinavian Cohorts.,"Roswall N,Pyko A,Ögren M,Oudin A,Rosengren A,Lager A,Poulsen AH,Eriksson C,Segersson D,Rizzuto D,Andersson EM,Aasvang GM,Engström G,Jørgensen JT,Selander J,Christensen JH,Thacher J,Leander K,Overvad K,Eneroth K,Mattisson K,Barregård L,Stockfelt L,Albin M,Ketzel M,Simonsen MK,Spanne M,Raaschou-Nielsen O,Magnusson PKE,Tiittanen P,Molnar P,Ljungman P,Lanki T,Lim YH,Andersen ZJ,Pershagen G,Sørensen M",Environmental health perspectives,2021,10,
34600991,"Photodegradation, toxicity and density functional theory study of pharmaceutical metoclopramide and its photoproducts.","Dabić D,Hanževački M,Škorić I,Žegura B,Ivanković K,Biošić M,Tolić K,Babić S",The Science of the total environment,2022,2,10
34597928,"Composition changes, releases, and potential exposure risk of PBDEs from typical E-waste plastics.","Cai K,Song Q,Yuan W,Yang G,Li J",Journal of hazardous materials,2022,2,15
34592955,Perceptions and knowledge of air pollution and its health effects among caregivers of childhood cancer survivors: a qualitative study.,"Waters AR,Warner EL,Vaca Lopez PL,Kirchhoff AC,Ou JY",BMC cancer,2021,9,30
34592654,Dose-response metabolomics and pathway sensitivity to map molecular cartography of bisphenol A exposure.,"Zhao H,Liu M,Lv Y,Fang M",Environment international,2022,1,
34592175,Climate crisis and cancer: the need for urgent action.,,The Lancet. Oncology,2021,10,
34591461,Correlates of Persistent Endocrine-Disrupting Chemical Mixtures among Reproductive-Aged Black Women.,"Schildroth S,Wise LA,Wesselink AK,De La Cruz P,Bethea TN,Weuve J,Fruh V,Botelho JC,Sjodin A,Calafat AM,Baird DD,Claus Henn B",Environmental science & technology,2021,10,19
34590848,Synthesis of Hydroxysuccinimide Substituted Indolin-3-ones via One-Pot Cascade Reaction of <i>o</i>-Alkynylnitrobenzenes with Maleimides under Au(III)-Cu(II) Relay/Synergetic Catalysis.,"Chen G,Wang Y,Zhao J,Zhang X,Fan X",The Journal of organic chemistry,2021,11,5
34590234,MiR-582-3p participates in the regulation of biological behaviors of A549 cells by ambient PM<sub>2.5</sub> exposure.,"Yang M,Ju L,Li C,Cheng H,Li N,Zhang Q,Sun S,Ding L,Sui X,Zhang C,Yang M,Cao J,Ding R",Environmental science and pollution research international,2022,2,
34589640,Global Cancer Risk From Unregulated Polycyclic Aromatic Hydrocarbons.,"Kelly JM,Ivatt PD,Evans MJ,Kroll JH,Hrdina AIH,Kohale IN,White FM,Engelward BP,Selin NE",GeoHealth,2021,9,
34585348,"Seasonal occurrence, source apportionment, and cancer risk assessment of PAHs in the second largest international holy metropolitan: Mashhad, Iran.","Mahdad F,Bakhtiari AR,Moeinaddini M,Charlesworth S",Environmental science and pollution research international,2022,2,
34584999,Spatial interaction between breast cancer and environmental pollution in the Monterrey Metropolitan Area.,"Gasca-Sanchez FM,Santuario-Facio SK,Ortiz-López R,Rojas-Martinez A,Mejía-Velázquez GM,Garza-Perez EM,Hernández-Hernández JA,López-Sánchez RDC,Cardona-Huerta S,Santos-Guzman J",Heliyon,2021,9,
34583821,DNA damage in cetaceans: A mini review.,Poirier MC,Mutation research. Genetic toxicology and environmental mutagenesis,2021,,
34582803,"Health risk assessment of exposure to atrazine in the soil of Shiraz farmlands, Iran.","Dehghani M,Gharehchahi E,Jafari S,Moeini Z,Derakhshan Z,Ferrante M,Conti GO",Environmental research,2022,3,
34577085,Selenite Downregulates STAT3 Expression and Provokes Lymphocytosis in the Liver of Chronically Exposed Syrian Golden Hamsters.,"Camacho-Moll ME,Sampayo-Reyes A,Castorena-Torres F,Lozano-Garza G,Alarcón-Galván G,Hernández A,Marcos R,Alcocer-González JM,Tamez-Guerra R,Bermúdez de León M","Molecules (Basel, Switzerland)",2021,9,16
34576304,Applications of Adductomics in Chemically Induced Adverse Outcomes and Major Emphasis on DNA Adductomics: A Pathbreaking Tool in Biomedical Research.,"Behl T,Rachamalla M,Najda A,Sehgal A,Singh S,Sharma N,Bhatia S,Al-Harrasi A,Chigurupati S,Vargas-De-La-Cruz C,Hobani YH,Mohan S,Goyal A,Katyal T,Solarska E,Bungau S",International journal of molecular sciences,2021,9,20
34576240,Molecular Mechanism of Arsenic-Induced Neurotoxicity including Neuronal Dysfunctions.,"Thakur M,Rachamalla M,Niyogi S,Datusalia AK,Flora SJS",International journal of molecular sciences,2021,9,17
34576092,Human Hazard Assessment Using <i>Drosophila</i> Wing Spot Test as an Alternative In Vivo Model for Genotoxicity Testing-A Review.,"Pitchakarn P,Inthachat W,Karinchai J,Temviriyanukul P",International journal of molecular sciences,2021,9,14
34576022,Mechanisms of DNA Methylation in Virus-Host Interaction in Hepatitis B Infection: Pathogenesis and Oncogenetic Properties.,"Zhang D,Guo S,Schrodi SJ",International journal of molecular sciences,2021,9,12
34574780,"Indoor Air Pollution Exposure of Women in Adama, Ethiopia, and Assessment of Disease Burden Attributable to Risk Factor.","Balidemaj F,Isaxon C,Abera A,Malmqvist E",International journal of environmental research and public health,2021,9,18
34574693,Combined Effects of Different Endocrine-Disrupting Chemicals (EDCs) on Prostate Gland.,"De Falco M,Laforgia V",International journal of environmental research and public health,2021,9,16
34574640,Home Tobacco Use Policies and Exposure to Secondhand Tobacco Smoke: Findings from Waves 1 through 4 of the Population Assessment of Tobacco and Health (PATH) Study.,"Rivard C,Brown A,Kasza K,Bansal-Travers M,Hyland A",International journal of environmental research and public health,2021,9,15
34571517,"piRNAs: nature, biogenesis, regulation, and their potential clinical utility.","Eslava-Avilés E,Arenas-Huertero F",Boletin medico del Hospital Infantil de Mexico,2021,,
34571217,Polystyrene microplastics induce hepatotoxicity and disrupt lipid metabolism in the liver organoids.,"Cheng W,Li X,Zhou Y,Yu H,Xie Y,Guo H,Wang H,Li Y,Feng Y,Wang Y",The Science of the total environment,2022,2,1
34570480,Disinfection and Electrostatic Recovery of N95 Respirators by Corona Discharge for Safe Reuse.,"K S Narayanan SS,Wang X,Paul J,Paley V,Weng Z,Ye L,Zhong Y",Environmental science & technology,2021,11,16
34564832,Blood and Stool Arsenic Levels Are Decisive for Diagnosing Children's Functional Gastrointestinal Disease (FGD).,"Bilici N,Doğan E,Sevinç E,Sevinç N,Akinci G,Musmul A,Cengiz M,Şahin IK,Aslanipour B,Ayhanci A",Biological trace element research,2022,7,
34564296,"Associations between Exposures to Perfluoroalkyl Substances and Diabetes, Hyperglycemia, or Insulin Resistance: A Scoping Review.","Margolis R,Sant KE",Journal of xenobiotics,2021,9,14
34563887,Human health risk assessment using Monte Carlo simulations for groundwater with uranium in southern India.,"Ramesh R,Subramanian M,Lakshmanan E,Subramaniyan A,Ganesan G",Ecotoxicology and environmental safety,2021,12,15
34561799,A review on water treatment technologies for the management of oxoanions: prospects and challenges.,"Oseghe EO,Idris AO,Feleni U,Mamba BB,Msagati TAM",Environmental science and pollution research international,2021,11,
34560855,Large-scale data analysis for robotic yeast one-hybrid platforms and multi-disciplinary studies using GateMultiplex.,"Tsai NC,Hsu TS,Kuo SC,Kao CT,Hung TH,Lin DG,Yeh CS,Chu CC,Lin JS,Lin HH,Ko CY,Chang TH,Su JC,Lin YJ",BMC biology,2021,9,24
34560322,"Hazard identification and risk assessment of the organic, inorganic and microbial contaminants in the surface water after the high magnitude of flood event.","Lim KY,Foo KY",Environment international,2021,12,
34560196,Evaluation of a community education tool for detection of nail melanoma by nail salon technicians.,"Gaghan LJ,Bui H,Lipner SR,Jellinek NJ,Mervak JE",Journal of the American Academy of Dermatology,2022,2,
34559250,The codification of hazard and its impact on the hazard versus risk controversy.,"Doe JE,Boobis AR,Cohen SM,Dellarco VL,Fenner-Crisp PA,Moretto A,Pastoor TP,Schoeny RS,Seed JG,Wolf DC",Archives of toxicology,2021,11,
34558053,Environmental and occupational exposure of metals and female reproductive health.,"Dutta S,Gorain B,Choudhury H,Roychoudhury S,Sengupta P",Environmental science and pollution research international,2022,9,
34557780,Cohort studies of long-term exposure to outdoor particulate matter and risks of cancer: A systematic review and meta-analysis.,"Yu P,Guo S,Xu R,Ye T,Li S,Sim MR,Abramson MJ,Guo Y",Innovation (Cambridge (Mass.)),2021,8,28
34555072,Exposure to organochlorine pesticides as a predictor to breast cancer: A case-control study among Ethiopian women.,"Mekonen S,Ibrahim M,Astatkie H,Abreha A",PloS one,2021,,
34553727,Photolysis of the nonsteroidal anti-inflammatory drug sulindac: elucidation of kinetic behaviour and photodegradation pathways in water.,"Ledezma-Espinoza A,Challis JK,Roa-Gutierrez F,Sánchez-Kopper A,Castellón E,Wong CS",Environmental science. Processes & impacts,2021,9,23
34549571,[Pleural malignant mesotheliomas from environmental exposures to asbestos In Italy].,"Barbieri PG,Calisti R,Calabresi C",Epidemiologia e prevenzione,2021,,
34547640,Current understanding of hexavalent chromium [Cr(VI)] neurotoxicity and new perspectives.,"Wise JP,Young JL,Cai J,Cai L",Environment international,2022,1,
34547562,Electrochemical degradation of a methyl paraben and propylene glycol mixture: Interference effect of competitive oxidation and pH stability.,"Dionisio D,Rodrigo MA,Motheo AJ",Chemosphere,2022,1,
34546391,Seasonal and Diurnal Variations of BTEX in Ambient Air from a Site Impacted by the Oil Industry in Southeast Mexico.,"Bretón RMC,Bretón JGC,Kahl JWD,Chi MPU,Lozada SEC,de la Luz Espinosa Fuentes M,Martínez RG,Del Carmen Lara Severino R",Bulletin of environmental contamination and toxicology,2022,2,
34543938,"Exposure to widespread drinking water chemicals, blood inflammation markers, and colorectal cancer.","Villanueva CM,Espinosa A,Gracia-Lavedan E,Vlaanderen J,Vermeulen R,Molina AJ,Amiano P,Gómez-Acebo I,Castaño-Vinyals G,Vineis P,Kogevinas M",Environment international,2021,12,
34542787,"Arsenic contribution of poultry manure towards soils and food plants contamination and associated cancer risk in Khyber Pakhtunkhwa, Pakistan.","Muhammad J,Xu P,Khan S,Su JQ,Sarwar T,Nazneen S,Khan A",Environmental geochemistry and health,2022,10,
34539968,Screening and Identification of Antidepressant Active Ingredients from <i>Puerariae Radix</i> Extract and Study on Its Mechanism.,"Wang G,Luo P,Zhang S,Huang Q,Zhang S,Zeng Q,Mao J",Oxidative medicine and cellular longevity,2021,,
34539566,Exposure to Perfluoro-Octanoic Acid Associated With Upstream Uncoupling of the Insulin Signaling in Human Hepatocyte Cell Line.,"De Toni L,Di Nisio A,Rocca MS,Guidolin D,Della Marina A,Bertazza L,Sut S,Purpura E,Pannella M,Garolla A,Foresta C",Frontiers in endocrinology,2021,,
34538053,Significant but Spatiotemporal-Heterogeneous Health Risks Caused by Airborne Exposure to Multiple Toxic Trace Elements in China.,"Liu S,Tian H,Bai X,Zhu C,Wu B,Luo L,Hao Y,Liu W,Lin S,Zhao S,Wang K,Liu K,Gao J,Zhang Q,Zhang K,Kan H,Liu Y,Hao J",Environmental science & technology,2021,10,5
34537887,"Health impact assessment from exposure to trace metals present in atmospheric PM<sub>10</sub> at Ahmedabad, a big city in western India.","Gandhi U,Khatri N,Brahmbhatt V,Jha AK,Patel A,Rastogi N",Environmental monitoring and assessment,2021,9,19
34537714,Environmental and human health impact of different powertrain passenger cars in a life cycle perspective. A focus on health risk and oxidative potential of particulate matter components.,"Sisani F,Di Maria F,Cesari D",The Science of the total environment,2022,1,20
34537653,A TbPO<sub>4</sub>-based capturer for environmental extracellular antibiotic genes by interrogating lanthanide phosphates nanoneedles.,"Wang H,Liu C,Teng X,Liang Z,Zhu L,Xu G,Chen C,Ma K,Liu R,Zhou L,Yan B",Journal of hazardous materials,2022,2,5
34537521,Associations between air pollution and biomarkers of Alzheimer's disease in cognitively unimpaired individuals.,"Alemany S,Crous-Bou M,Vilor-Tejedor N,Milà-Alomà M,Suárez-Calvet M,Salvadó G,Cirach M,Arenaza-Urquijo EM,Sanchez-Benavides G,Grau-Rivera O,Minguillon C,Fauria K,Kollmorgen G,Domingo Gispert J,Gascón M,Nieuwenhuijsen M,Zetterberg H,Blennow K,Sunyer J,Luis Molinuevo J",Environment international,2021,12,
34537452,Maternal exposure to bisphenol A induces fetal growth restriction via upregulating the expression of estrogen receptors.,"Cao Y,Chen Z,Zhang M,Shi L,Qin S,Lv D,Li D,Ma L,Zhang Y",Chemosphere,2022,1,
34536373,Genomic DNA hydroxymethylation reveals potential role in identification of lung injury in coal-burning arsenicosis populations.,"Wang Q,Wang W,Sun B,Zhang A",Environmental research,2022,3,
34536371,Using Bayesian networks for environmental health risk assessment.,"Pérez S,German-Labaume C,Mathiot S,Goix S,Chamaret P",Environmental research,2022,3,
34536097,Biochar Adsorbents for Arsenic Removal from Water Environment: A Review.,"Srivastav AL,Pham TD,Izah SC,Singh N,Singh PK",Bulletin of environmental contamination and toxicology,2022,4,
34535509,Using systems science to advance health equity in tobacco control: a causal loop diagram of smoking.,"Mills SD,Golden SD,O'Leary MC,Logan P,Hassmiller Lich K",Tobacco control,2023,5,
34534626,Methods in sulfide and persulfide research.,"Takata T,Jung M,Matsunaga T,Ida T,Morita M,Motohashi H,Shen X,Kevil CG,Fukuto JM,Akaike T",Nitric oxide : biology and chemistry,2021,11,1
34531470,Bisphenol-A in biological samples of breast cancer mastectomy and mammoplasty patients and correlation with levels measured in urine and tissue.,"Keshavarz-Maleki R,Kaviani A,Omranipour R,Gholami M,Khoshayand MR,Ostad SN,Sabzevari O",Scientific reports,2021,9,16
34529973,"Assessment of burden of disease induced by exposure to heavy metals through drinking water at national and subnational levels in Iran, 2019.","Naddafi K,Mesdaghinia A,Abtahi M,Hassanvand MS,Beiki A,Shaghaghi G,Shamsipour M,Mohammadi F,Saeedi R",Environmental research,2022,3,
34526564,Concomitant and decoupled effects of cigarette smoke and SCAL1 upregulation on oncogenic phenotypes and ROS detoxification in lung adenocarcinoma cells.,"Cruz CRV,Ferrer JLM,Garcia RL",Scientific reports,2021,9,15
34526026,Environmental asbestos exposure and clustering of malignant mesothelioma in community: a spatial analysis in a population-based case-control study.,"Airoldi C,Magnani C,Lazzarato F,Mirabelli D,Tunesi S,Ferrante D",Environmental health : a global access science source,2021,9,15
34525876,Association of Ambient Fine Particulate Matter (PM<sub>2.5</sub>) with Elevated Fecal Hemoglobin Concentration and Colorectal Carcinogenesis: A Population-Based Retrospective Cohort Study.,"Ku MS,Liu CY,Hsu CY,Chiu HM,Chen HH,Chan CC",Cancer control : journal of the Moffitt Cancer Center,2021,,
34524943,Increased alveolar epithelial TRAF6 via autophagy-dependent TRIM37 degradation mediates particulate matter-induced lung metastasis.,"Liu J,Li S,Fei X,Nan X,Shen Y,Xiu H,Cormier SA,Lu C,Guo C,Wang S,Cai Z,Wang P",Autophagy,2022,5,
34524572,CircRNA_0026344 via miR-21 is involved in cigarette smoke-induced autophagy and apoptosis of alveolar epithelial cells in emphysema.,"Zhao J,Xia H,Wu Y,Lu L,Cheng C,Sun J,Xiang Q,Bian T,Liu Q",Cell biology and toxicology,2023,6,
34523977,Long-Term Exposures to Air Pollution and the Risk of Atrial Fibrillation in the Women's Health Initiative Cohort.,"Hart JE,Hohensee C,Laden F,Holland I,Whitsel EA,Wellenius GA,Winkelmayer WC,Sarto GE,Warsinger Martin L,Manson JE,Greenland P,Kaufman J,Albert C,Perez MV",Environmental health perspectives,2021,9,
34522877,Causal risk and protective factors in rheumatoid arthritis: A genetic update.,"Arleevskaya M,Takha E,Petrov S,Kazarian G,Novikov A,Larionova R,Valeeva A,Shuralev E,Mukminov M,Bost C,Renaudineau Y",Journal of translational autoimmunity,2021,,
34520750,"Global burden of lung cancer attributable to ambient fine particulate matter pollution in 204 countries and territories, 1990-2019.","Yang X,Zhang T,Zhang X,Chu C,Sang S",Environmental research,2022,3,
34517898,Reanalysis of the association between reduction in long-term PM<sub>2.5</sub> concentrations and improved life expectancy.,"Kim SY,Pope AC,Marshall JD,Fann N,Sheppard L",Environmental health : a global access science source,2021,9,13
34517815,Analysis of furans and pyridines from new generation heated tobacco product in Japan.,"Bekki K,Uchiyama S,Inaba Y,Ushiyama A",Environmental health and preventive medicine,2021,9,13
34517674,Fabrication of stable multivariate metal-organic frameworks with excellent adsorption performance toward bisphenols from environmental samples.,"Han L,Zhang X,Li D,Li M,Qin P,Tian S,Wang Y,Lu M,Cai Z",Talanta,2021,12,1
34517591,"In situ localization of tris(2,3-dibromopropyl) isocyanurate in mouse organs by MALDI-IMS with auxiliary matrix strategy.","Tong Y,Guo C,Liu Z,Shi K,Zhang H,Liu Y,Wu G,Feng H,Pan Y",Talanta,2021,12,1
34517316,Variability in the association between long-term exposure to ambient air pollution and mortality by exposure assessment method and covariate adjustment: A census-based country-wide cohort study.,"Bauwelinck M,Chen J,de Hoogh K,Katsouyanni K,Rodopoulou S,Samoli E,Andersen ZJ,Atkinson R,Casas L,Deboosere P,Demoury C,Janssen N,Klompmaker JO,Lefebvre W,Mehta AJ,Nawrot TS,Oftedal B,Renzi M,Stafoggia M,Strak M,Vandenheede H,Vanpoucke C,Van Nieuwenhuyse A,Vienneau D,Brunekreef B,Hoek G",The Science of the total environment,2022,1,15
34512994,Applied ecoimmunology: using immunological tools to improve conservation efforts in a changing world.,"Ohmer MEB,Costantini D,Czirják GÁ,Downs CJ,Ferguson LV,Flies A,Franklin CE,Kayigwe AN,Knutie S,Richards-Zawacki CL,Cramp RL",Conservation physiology,2021,,
34512172,The Role of Respiratory Microbiota in Lung Cancer.,"Wang D,Cheng J,Zhang J,Zhou F,He X,Shi Y,Tao Y",International journal of biological sciences,2021,,
34508683,Long-term exposure to low-level ambient air pollution and incidence of stroke and coronary heart disease: a pooled analysis of six European cohorts within the ELAPSE project.,"Wolf K,Hoffmann B,Andersen ZJ,Atkinson RW,Bauwelinck M,Bellander T,Brandt J,Brunekreef B,Cesaroni G,Chen J,de Faire U,de Hoogh K,Fecht D,Forastiere F,Gulliver J,Hertel O,Hvidtfeldt UA,Janssen NAH,Jørgensen JT,Katsouyanni K,Ketzel M,Klompmaker JO,Lager A,Liu S,MacDonald CJ,Magnusson PKE,Mehta AJ,Nagel G,Oftedal B,Pedersen NL,Pershagen G,Raaschou-Nielsen O,Renzi M,Rizzuto D,Rodopoulou S,Samoli E,van der Schouw YT,Schramm S,Schwarze P,Sigsgaard T,Sørensen M,Stafoggia M,Strak M,Tjønneland A,Verschuren WMM,Vienneau D,Weinmayr G,Hoek G,Peters A,Ljungman PLS",The Lancet. Planetary health,2021,9,
34507149,Preparation of 2D Graphene/MXene nanocomposite for the electrochemical determination of hazardous bisphenol A in plastic products.,"Rajendran J,Kannan TS,Dhanasekaran LS,Murugan P,Atchudan R,ALOthman ZA,Ouladsmane M,Sundramoorthy AK",Chemosphere,2022,1,
34506906,"Appraisal of contamination of heavy metals and health risk in agricultural soil of Jhansi city, India.","Gupta N,Yadav KK,Kumar V,Cabral-Pinto MMS,Alam M,Kumar S,Prasad S",Environmental toxicology and pharmacology,2021,11,
34504178,Heavy metals content in ashes of wood pellets and the health risk assessment related to their presence in the environment.,"Pazalja M,Salihović M,Sulejmanović J,Smajović A,Begić S,Špirtović-Halilović S,Sher F",Scientific reports,2021,9,9
34503246,Crosstalk between Environmental Inflammatory Stimuli and Non-Coding RNA in Cancer Occurrence and Development.,"Xu T,Xie M,Jing X,Cui J,Wu X,Shu Y",Cancers,2021,9,2
34501532,"Cesium in Biology, Pancreatic Cancer, and Controversy in High and Low Radiation Exposure Damage-Scientific, Environmental, Geopolitical, and Economic Aspects.",Venturi S,International journal of environmental research and public health,2021,8,25
34500276,Efficient and sustainable phosphate removal from water by small-sized Al(OH)<sub>3</sub> nanocrystals confined in discarded Artemia Cyst-shell: Ultrahigh sorption capacity and rapid sequestration.,"Song Y,Song X,Sun Q,Wang S,Jiao T,Peng Q,Zhang Q",The Science of the total environment,2022,1,10
34500266,PFOA regulate adenosine receptors and downstream concentration-response cAMP-PKA pathway revealed by integrated omics and molecular dynamics analyses.,"Li X,Chen L,Zhou H,Wang J,Zhao C,Pang X",The Science of the total environment,2022,1,10
34499896,Provincial and seasonal influences on heavy metals in the Noyyal River of South India and their human health hazards.,"Karunanidhi D,Aravinthasamy P,Subramani T,Chandrajith R,Janardhana Raju N,Antunes IMHR",Environmental research,2022,3,
34499227,"Measurement and evaluation of particulate matter and atmospheric heavy metal pollution in Konya Province, Turkey.","Kunt F,Ayturan ZC,Yümün F,Karagönen İ,Semerci M,Akgün M",Environmental monitoring and assessment,2021,9,9
34498494,Long-Term Exposure to Ultrafine Particles and Particulate Matter Constituents and the Risk of Amyotrophic Lateral Sclerosis.,"Yu Z,Peters S,van Boxmeer L,Downward GS,Hoek G,Kioumourtzoglou MA,Weisskopf MG,Hansen J,van den Berg LH,Vermeulen RCH",Environmental health perspectives,2021,9,
34498177,Air pollution-induced epigenetic changes: disease development and a possible link with hypersensitivity pneumonitis.,"Mukherjee S,Dasgupta S,Mishra PK,Chaudhury K",Environmental science and pollution research international,2021,10,
34497759,miR-377-3p-Mediated EGR1 Downregulation Promotes B[a]P-Induced Lung Tumorigenesis by Wnt/Beta-Catenin Transduction.,"Ke X,He L,Wang R,Shen J,Wang Z,Shen Y,Fan L,Shao J,Qi H",Frontiers in oncology,2021,,
34497075,Long-term exposure to particulate air pollution and black carbon in relation to natural and cause-specific mortality: a multicohort study in Sweden.,"Nilsson Sommar J,Andersson EM,Andersson N,Sallsten G,Stockfelt L,Ljungman PL,Segersson D,Eneroth K,Gidhagen L,Molnar P,Wennberg P,Rosengren A,Rizzuto D,Leander K,Lager A,Magnusson PK,Johansson C,Barregard L,Bellander T,Pershagen G,Forsberg B",BMJ open,2021,9,8
34496408,Climate Change and Obesity.,"Koch CA,Sharda P,Patel J,Gubbi S,Bansal R,Bartel MJ",Hormone and metabolic research = Hormon- und Stoffwechselforschung = Hormones et metabolisme,2021,9,
34495104,Evaluation of salivary protein patterns among a rural population exposed and non-exposed to arsenic-contaminated drinking water in areas of Tucumán (Argentina): a pilot study.,"Guber RS,Gonzalez Mac Donald M,Aleman MN,Luciardi MC,Mentz P,Wierna A,Ansonnaud C,Garcia V,Ansonnaud AM,Soria A",Journal of applied oral science : revista FOB,2021,,
34494668,"Polychlorinated dioxins, furans (PCDD/Fs) and dioxin-like polychlorinated biphenyls (dl-PCBs) in food from Italy: Estimates of dietaryintake and assessment.","Barone G,Storelli A,Busco A,Mallamaci R,Storelli MM",Journal of food science,2021,10,
34492947,Facile hydrothermal synthesis of Ti<sub>3</sub>C<sub>2</sub>T<sub>x</sub>-TiO<sub>2</sub> nanocomposites for gaseous volatile organic compounds detection at room temperature.,"Kuang D,Wang L,Guo X,She Y,Du B,Liang C,Qu W,Sun X,Wu Z,Hu W,He Y",Journal of hazardous materials,2021,8,15
34492921,Health impacts of indoor air pollution from household solid fuel on children and women.,"Ali MU,Yu Y,Yousaf B,Munir MAM,Ullah S,Zheng C,Kuang X,Wong MH",Journal of hazardous materials,2021,8,15
34492419,"A comprehensive assessment on bioavailability, leaching characteristics and potential risk of polycyclic aromatic hydrocarbons in biochars produced by a continuous pyrolysis system.","Shen X,Meng H,Shen Y,Ding J,Zhou H,Cong H,Li L",Chemosphere,2022,1,
34492372,Nanotraps based on multifunctional materials for trapping and enrichment.,"Xu W,Xu N,Zhang M,Wang Y,Ling G,Yuan Y,Zhang P",Acta biomaterialia,2022,1,15
34492314,Health repercussions of environmental exposure to lead: Methylation perspective.,"Shiek SS,Mani MS,Kabekkodu SP,Dsouza HS",Toxicology,2021,9,
34492276,Use of glioma to assess the distribution patterns of perfluoroalkyl and polyfluoroalkyl substances in human brain.,"Xie MY,Lin ZY,Liu LY,Wu CC,Liu YW,Huang GL,Zeng EY",Environmental research,2022,3,
34491504,Meta-analyses of maternal exposure to atmospheric particulate matter and risk of congenital anomalies in offspring.,"Yu G,Chen Y,Tang J,Lin Z,Zheng F,Zheng C,Zhou J,Su Q,Wu S,Li H",Environmental science and pollution research international,2021,10,
34490490,"Risk Assessment of Arsenic Toxicity Through Groundwater-Soil-Rice System in Maldah District, Bengal Delta Basin, India.","Khanam R,Hazra GC,Ghosh Bag A,Kulsum PGPS,Chatterjee N,Shukla AK",Archives of environmental contamination and toxicology,2021,10,
34489871,Combined Exposure to Multiple Endocrine Disruptors and Uterine Leiomyomata and Endometriosis in US Women.,"Zhang Y,Lu Y,Ma H,Xu Q,Wu X",Frontiers in endocrinology,2021,,
34488103,Progress in surface-modified silicas for Cr(VI) adsorption: A review.,"Mallik AK,Moktadir MA,Rahman MA,Shahruzzaman M,Rahman MM",Journal of hazardous materials,2022,2,5
34487906,Regional interaction of lung cancer incidence influenced by PM<sub>2.5</sub> in China.,"Wen J,Chuai X,Gao R,Pang B",The Science of the total environment,2022,1,10
34487879,Trace-level monitoring of anti-cancer drug residues in wastewater and biological samples by thin-film solid-phase micro-extraction using electrospun polyfam/Co-MOF-74 composite nanofibers prior to liquid chromatography analysis.,"Khodayari P,Jalilian N,Ebrahimzadeh H,Amini S",Journal of chromatography. A,2021,10,11
34487721,"Global, regional, and national burden of stroke and its risk factors, 1990-2019: a systematic analysis for the Global Burden of Disease Study 2019.",,The Lancet. Neurology,2021,10,
